year,country,"Stocks traded, total value (% of GDP)","Inflation, consumer prices (annual %)","Stocks traded, turnover ratio of domestic shares (%)",Tax revenue (% of GDP),GDP per capita (current US$),"Central government debt, total (% of GDP)",Gini index (World Bank estimate),Broad money (% of GDP),"Total reserves (includes gold, current US$)","International migrant stock, total",Income share held by highest 10%,Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Exports of goods and services (% of GDP),timestamp
2013,CIV,1.17471660701167,2.5811703725294,3.10833964387398,14.5426974485359,1415.8716936035,,,33.9404309182676,,,,,54.906,68.9,4.25,41.5310506916494,1635703785891
2014,CIV,1.12822434973524,0.44868207676614,3.40705697499658,13.9736401625078,1561.46441301901,,,34.2798617423718,,,,,55.508,67.0,3.65,39.2746510609958,1635703790945
2015,CIV,1.13904643386011,1.25149954781474,4.17712916722364,11.1758223326702,1972.54568305836,,41.5,26.110304709552,,2175399.0,31.9,44.4,56.065,65.3,3.1,27.3556079398512,1635703795957
2016,CIV,,0.723178457513252,5.27361435973611,11.5663455369133,2013.38144761651,,,27.627997786335,,,,,56.567,63.9,2.6,24.5950675126128,1635703800965
2017,CIV,,0.685881065304644,,11.9669833257913,2111.02655726645,,,28.625931021788,,,,,57.017,62.2,3.27,24.9201218761069,1635703806022
2018,CIV,,0.359409031380664,,11.7687552395283,2314.05095836881,,,30.1768182443966,,,,39.5,57.422,60.6,3.21,22.6406826881759,1635703811034
2019,CIV,0.257587087985609,-1.10686343994202,1.8616,12.0328548304303,2276.3323939018,,,31.4006468986693,,,,,57.783,58.6,3.17,23.7762775609114,1635703816042
2020,CIV,0.275638004130467,2.42500656821829,,,2325.72370502247,,,36.9358728726334,,,,,,,3.5,,1635703821098
1990,CMR,,1.09938128383606,,9.76735861979995,1045.36436194844,,,21.2336852653104,3.70750589640231E7,265344.0,,,53.362,84.4,,20.1829143997954,1635703826107
1991,CMR,,0.0600513305003629,,8.90515524474841,975.471948892412,,,21.6289440462884,5.36285370697255E7,,,,53.088,85.2,7.79,19.9988804610672,1635703831119
1992,CMR,,-0.0160550458717504,,9.75370088625251,965.780738944037,,,18.8293120686533,3.03526450823243E7,,,,52.738,86.4,7.88,20.5470222485463,1635703836173
1993,CMR,,-3.20655456915869,,7.29762402787841,1129.04935874326,,,13.2790837648527,1.41520807963374E7,,,,52.343,87.8,8.02,13.9179431059235,1635703841184
1994,CMR,,35.0944618459464,,6.33224772347153,626.751196456681,,,15.0102116081542,1.37409196525948E7,,,,51.936,89.0,8.06,21.0893997914837,1635703846192
1995,CMR,,9.06969071921507,,7.78902933088048,736.792562460215,,,12.9666205333844,1.53721032588021E7,246864.0,,,51.554,89.8,8.06,20.6370970251072,1635703851241
1996,CMR,,3.924063727498,,,738.200395562815,,44.4,11.0511591415108,1.38332089058915E7,,36.1,53.3,51.238,90.3,8.06,23.2604197357177,1635703856254
1997,CMR,,4.78623881860373,,,700.162272086527,,,11.7936262624302,9555390.85371143,,,,51.009,90.3,7.93,24.8800335982403,1635703861263
1998,CMR,,3.17075185386907,,10.112523126378,735.628200919692,,,11.6604506000744,9911701.41281912,,,,50.885,89.9,7.81,22.5484003706493,1635703866317
1999,CMR,,1.87174500672009,,10.4861780621864,708.445076967461,,,12.8106984238058,1.31219778772397E7,,,,50.878,88.9,7.75,20.0483271584665,1635703871329
2000,CMR,,1.22719012976135,,,651.610259179731,,,14.0076821878949,2.20219413043293E8,228383.0,,,50.993,87.4,7.6,25.9082094134603,1635703876337
2001,CMR,,4.41977245881143,,,651.670578131269,,42.1,13.4100615734379,3.40115355120412E8,,33.6,40.2,51.222,85.7,7.46,25.8393958848958,1635703881393
2002,CMR,,2.83442260128067,,,711.229353732213,,,15.307015271314,6.39930327323177E8,,,,51.536,83.7,6.68,24.296900395925,1635703886401
2003,CMR,,0.62316355737432,,,867.903545527514,,,14.894356118965,6.52135227569221E8,,,,51.908,81.7,5.9,20.9277843905082,1635703891411
2004,CMR,,0.233647380067603,,,1011.75640555245,,,14.6959158116712,8.42430190035234E8,,,,52.321,79.8,5.13,22.709458644006,1635703896465
2005,CMR,,2.01353950175986,,,1012.28262956845,,,15.1061729762031,9.64745492908923E8,258737.0,,,52.76,78.1,4.4,24.5979791508275,1635703901477
2006,CMR,,5.11757816019468,,,1063.08162787499,,,15.2750520324649,1.73526326218996E9,,,,53.215,76.4,3.69,25.6386148323031,1635703906488
2007,CMR,,0.921402245650111,,,1195.64921070811,,42.8,16.5680731722358,2.93174550979895E9,,33.0,39.9,53.681,74.8,3.06,28.8854045026327,1635703911545
2008,CMR,,5.337806276275,,,1377.29863469094,,,17.11152299424,3.11286131514642E9,,,,54.153,72.9,3.31,29.0576961452474,1635703916557
2009,CMR,,3.04361847939997,,,1319.99742044357,,,17.8283198109482,3.67552165597273E9,,,,54.627,71.3,3.77,21.4032647777329,1635703921570
2010,CMR,,1.27538046242341,,,1286.51588785105,,,19.2509177945252,3.64264276584442E9,289091.0,,,55.101,68.8,4.11,22.1721440866354,1635703926625
2011,CMR,,2.93969946305094,,,1405.0941234837,,,19.8308418343556,3.1987177527485E9,,,,55.581,66.9,3.97,25.9320736431239,1635703931637
2012,CMR,,2.74253407543984,,11.7545941731807,1354.54554970174,,,18.464682146452,3.38070326212093E9,,,,56.073,64.6,3.84,26.1182006061942,1635703936645
2013,CMR,,2.05908683974933,,12.0104146851817,1465.63871039432,,,19.1324224342481,3.47199983139101E9,,,,56.576,62.0,3.71,25.5677642842125,1635703941697
2014,CMR,,1.8341307814992,,12.7758704140547,1542.62060627136,,46.6,20.0420714645331,3.16821685618041E9,,35.0,37.5,57.083,59.8,3.53,24.9380741891878,1635703946711
2015,CMR,,2.68598277212217,,12.6128073233581,1327.50256128813,,,20.6029931450161,3.53625506598645E9,381984.0,,,57.583,57.3,3.51,22.2596662186221,1635703951723
2016,CMR,,0.861740257759474,,12.0698865506137,1364.32954020397,,,20.4485558369628,2.22570877807818E9,,,,58.063,55.4,3.47,19.2393495360364,1635703956781
2017,CMR,,0.64267352185089,,12.2454523268794,1425.10636777271,,,20.516295384926,3.19679141074604E9,,,,58.511,53.4,3.41,18.5839164717789,1635703961795
2018,CMR,,1.0742994515814,,12.7552804022225,1534.49224145452,,,22.1096451446814,3.45932976096426E9,,,,58.921,51.6,3.36,19.3136881858603,1635703966805
2019,CMR,,2.45280214062733,,,1507.44979812212,,,,,,,,59.292,50.2,3.32,20.2146871485153,1635703971860
2020,CMR,,2.43760882182242,,,1499.37284272297,,,,,,,,,,3.62,15.4473781872962,1635703976872
1990,COD,,81.295404814004,,,270.13054337708,289.844727084303,,12.8896846443833,2.6065E8,754194.0,,,49.043,119.3,,,1635703981881
1991,COD,,2154.43682711341,,,268.292496875798,113.584666666667,,14.3642253333333,1.931044E8,,,,49.225,118.2,2.79,,1635703986936
1992,COD,,4129.16985661558,,,220.368007258444,128.444708097928,,15.8024695856874,1.66061E8,,,,49.311,117.2,2.83,,1635703991949
1993,COD,,1986.90476190476,,,275.821616897652,104.00210747895,,30.6835066864785,5.479429978E7,,,,49.302,116.2,2.89,,1635703996961
1994,COD,,23773.1317741016,,,145.095603541252,169.786611378329,,8.40106010880216,1.31421E8,,,,49.22,115.3,2.91,22.6252944147172,1635704002020
1995,COD,,541.908883239027,,,135.823593568292,232.936231054902,,6.7405046846566,1.57429E8,1816963.0,,,49.111,114.3,2.91,28.4822883100778,1635704007034
1996,COD,,492.441850235414,,,134.995164821237,243.595506269697,,,8.25E7,,,,49.04,113.1,2.91,30.0027630853046,1635704012047
1997,COD,,198.516707416463,,,138.979048219289,152.187001902338,,,9.83042925446E7,,,,49.066,111.8,2.9,18.750000234375,1635704017101
1998,COD,,29.1488069236652,,,138.589100270811,,,,8.25E7,,,,49.233,110.3,2.9,29.7900882870708,1635704022113
1999,COD,,284.894975914087,,,102.597973159678,,,,8.25E7,,,,49.557,108.6,2.93,23.6356699193136,1635704027122
2000,COD,,513.906843747536,,,405.216218582649,,,3.42308139669861,8.25E7,744387.0,,,50.041,106.6,2.91,11.4496120313427,1635704032176
2001,COD,,359.936614264586,,,153.591044080197,,,2.85740812895541,8.25E7,,,,50.667,104.5,2.9,11.987684833486,1635704037184
2002,COD,,31.5225826025495,,,175.009951043154,,,2.91725803901463,7.38583965161329E7,,,,51.385,102.3,2.92,15.6713428067886,1635704042196
2003,COD,,12.8739657187405,,,173.796125167459,,,3.16074494763066,9.775733584787E7,,,,52.144,100.1,2.92,24.0004430362555,1635704047248
2004,COD,,3.9943840081597,,,194.040002646806,,42.2,5.06281053286604,2.36242009298167E8,,32.4,69.3,52.917,97.7,2.89,22.7295135131027,1635704052260
2005,COD,,21.3168167229341,,,218.386226715772,,,4.53035061027253,1.31200257922625E8,622869.0,,,53.675,95.5,2.85,22.9441827774461,1635704057272
2006,COD,,13.0526949745101,,,255.433043197206,,,5.9414000673905,1.54503797163646E8,,,,54.401,93.1,2.98,21.7000985286877,1635704062331
2007,COD,,16.945100654195,,,286.330472470967,,,7.00076202723583,1.8067743698623E8,,,,55.091,90.8,3.11,39.0719137879801,1635704067344
2008,COD,,17.3013845700157,,,327.563721821663,,,8.48253069992868,7.77333704394543E7,,,,55.743,88.5,3.29,39.0277992612379,1635704072353
2009,COD,,2.79999999999981,,,298.619691614791,,,9.71150702254667,1.03538138791635E9,,,,56.35,86.3,3.7,26.8137878113403,1635704077412
2010,COD,,7.10000000000038,,,334.02157774666,,,10.1163035679641,1.29965204101224E9,588950.0,,,56.909,84.0,3.98,41.1111541549661,1635704082424
2011,COD,,15.316515913949,,,387.082476958569,,,10.1065207693953,1.26750030299162E9,,,,57.427,81.9,4.22,39.515616667397,1635704087433
2012,COD,,9.72182806273363,,,424.60037381496,,42.1,10.7499611407787,1.63255164422764E9,,32.0,63.9,57.914,79.8,4.49,30.8030090180745,1635704092488
2013,COD,,0.80822310148707,,,457.963747509632,,,11.4492224836335,1.67846531180225E9,,,,58.381,77.7,4.49,36.4458613092305,1635704097496
2014,COD,,1.24303889760763,,,486.787095119436,,,11.8740496221476,1.55698297784139E9,,,,58.828,75.7,4.44,36.8321888510463,1635704102508
2015,COD,,0.744198994781499,,,497.317039077365,,,12.2903493660995,1.21593455145168E9,545694.0,,,59.254,73.8,4.4,27.7255678009959,1635704107564
2016,COD,,2.88585107290009,,,471.318822463486,,,14.0066848677902,7.08160749155332E8,,,,59.655,71.8,4.35,23.9564422024927,1635704112575
2017,COD,,,,,467.07423172679,,,12.6728010963398,6.95398161997957E8,,,,60.026,69.8,4.26,35.250522178686,1635704117585
2018,COD,,,,,557.064411697928,,,12.610092666762,6.65272094992908E8,,,,60.368,67.9,4.18,34.3375649998638,1635704122637
2019,COD,,,,,580.716860516731,,,,,,,,60.681,66.1,4.13,30.105251625348,1635704127650
2020,COD,,,,,556.813185299175,,,,,,,,,,4.55,31.8791226333314,1635704132658
1990,COG,,2.88905374216947,,,1187.54977238995,,,21.4318897637795,1.01924931610329E7,129597.0,,,54.638,59.0,,51.7773595800525,1635704137708
1991,COG,,-1.67834968956537,,,1124.89786317114,,,20.2250552881488,8694635.0065079,,,,54.281,59.9,19.59,41.634588526083,1635704142720
1992,COG,,-3.9354681007088,,,1178.0271106852,,,21.7892838742916,7714245.89928596,,,,53.867,61.2,19.72,40.6920969216899,1635704147733
1993,COG,,4.92366412213743,,,1048.61299126053,,,16.3452177345086,5684242.05310168,,,,53.424,62.9,19.93,42.8363705696619,1635704152788
1994,COG,,42.4396750333452,,,672.163194809393,,,16.2127936805245,5.4626028279834E7,,,,52.984,64.9,20.0,58.5170212549371,1635704157830
1995,COG,,9.41800743452228,,,781.525011698952,,,15.0715773527741,6.36054427976744E7,191635.0,,,52.583,67.0,19.99,64.7045701571672,1635704162839
1996,COG,,10.0311203319503,,,912.012351163656,,,14.1704239439871,9.51028389249266E7,,,,52.252,69.1,19.99,68.4582134338693,1635704167892
1997,COG,,,,,810.076644427695,,,14.8778490816552,6.31495336213229E7,,,,52.016,71.1,19.97,75.5966393744929,1635704172903
1998,COG,,,,,660.471477355426,,,15.2957134162247,4043309.95571957,,,,51.899,72.5,19.97,76.2776297713242,1635704177916
1999,COG,,4.1426713728405,,,774.71194482589,,,14.5499896501759,4.25835584675995E7,,,,51.925,73.1,20.05,72.2900710687918,1635704182973
2000,COG,,-0.881991517025449,,,1032.13754246093,,,14.5814612868048,2.25059391973169E8,305002.0,,,52.123,72.4,20.0,80.297147219193,1635704187981
2001,COG,,0.0559899218140879,,9.07093687448128,869.100501660447,,,11.5470878289313,7.19905063583461E7,,,,52.517,70.6,19.96,77.4200268515354,1635704192989
2002,COG,,4.37875971780872,,8.14290465105231,916.588037755619,,,12.6611715520927,3.5447852891381E7,,,,53.091,67.9,20.04,81.5164254833959,1635704198044
2003,COG,,-0.631844987363151,,8.64750467565705,1028.41522164071,,,12.8627325524166,3.94411580588261E7,,,,53.817,64.4,20.03,80.8123655970076,1635704203054
2004,COG,,2.42976607961798,,7.81359440634417,1326.59668816877,,,12.7810896652822,1.24471455266244E8,,,,54.667,60.5,19.94,80.5297928332926,1635704208067
2005,COG,,3.09449011456182,,5.68812043548284,1834.88001382638,,47.3,12.0288546029982,7.37537427530678E8,315238.0,36.8,50.7,55.6,56.5,19.8,75.0050837514178,1635704213124
2006,COG,,6.53784395299605,,5.29500881987698,2153.49174337774,,,14.7091456160623,1.84800521809028E9,,,,56.573,52.8,18.61,77.4641294571561,1635704218138
2007,COG,,2.65464645060699,,6.02757381714862,2262.85441019541,,,17.2006171708814,2.18356935293452E9,,,,57.541,49.5,17.49,68.4853907202658,1635704223149
2008,COG,,4.95875092023155,,5.89662454769078,2892.41696234479,,,18.5040880624046,3.88145805091579E9,,,,58.466,46.7,16.52,73.4029185288145,1635704228298
2009,COG,,4.4150037479522,,8.22388188953649,2336.16095749982,60.2269417189103,,22.0574072276004,3.80625038375173E9,,,,59.321,44.7,16.1,64.479912106445,1635704233310
2010,COG,,0.39152501122766,,6.90293864613017,3073.55778366557,25.4826844740907,,20.4581454162632,4.44685056567434E9,419649.0,,,60.093,43.1,13.95,68.5280915300939,1635704238319
2005,TZA,,5.03457009267161,,,492.631339721454,,,20.4644267898056,2.0487755193419E9,770846.0,,,54.349,58.8,3.31,16.9833670562061,1635728995051
2006,TZA,,7.25097262082545,,,485.49744948822,,,22.1200438873544,2.25934578615223E9,,,,55.119,56.1,3.3,18.4149914480667,1635729000064
2007,TZA,,7.02551436974778,,,552.839501616627,,40.3,22.8842369300947,2.88638141393065E9,,31.9,34.4,55.926,53.4,2.92,19.8306255867467,1635729005117
2008,TZA,,10.2783937621134,,,687.390445540348,,,22.2978462186338,2.86289599328886E9,,,,56.777,51.3,2.61,19.464611354853,1635729010128
2009,TZA,,12.1422278742988,,11.5341744642247,695.216843291099,,,22.866682588329,3.47041322948011E9,,,,57.666,49.1,2.5,18.194265831237,1635729015142
2010,TZA,,6.20015595647402,,9.91226158253873,743.403663887825,,,24.6479152507359,3.90467657171261E9,308600.0,,,58.584,47.3,2.98,19.6075287369063,1635729020197
2011,TZA,,12.6909694699163,,9.79398200045706,781.433895673281,,37.8,24.1241940577139,3.72615840229753E9,,31.0,28.2,59.525,45.7,3.47,21.6342823273901,1635729025210
2012,TZA,,16.0010938506338,,10.4330040159572,867.857498923481,,,23.5035545154312,4.05222433793442E9,,,,60.47,44.3,3.19,22.3720706818596,1635729030223
2013,TZA,,7.87072364573953,,10.7219234484868,970.399601430411,,,22.0709619426352,4.67372980918131E9,,,,61.398,43.1,2.93,19.0122040044335,1635729035273
2014,TZA,,6.13161432988016,,11.3637968874428,1030.0776484553,,,22.534366336683,4.39043024097061E9,,,,62.288,42.0,2.13,18.0692094479871,1635729040281
2015,TZA,,5.58816952959301,,10.4924954944653,947.933351658407,,,23.4398308433825,4.08076237772074E9,261222.0,,,63.111,41.0,2.1,17.1049113506573,1635729045289
2016,TZA,,5.17476629301494,,11.3903399368077,966.503016569611,,,21.1123839858581,4.35068704793764E9,,,,63.844,39.8,2.08,16.3499746553671,1635729050345
2017,TZA,,5.31871605228923,,11.8265649712045,1004.90658838695,,40.5,20.7955831707984,5.88786988467437E9,,33.1,26.4,64.479,38.3,2.03,15.1402777418547,1635729055354
2018,TZA,,3.49445848856184,,11.695083058288,1042.83875856619,,,20.0113680209688,5.0496464204773E9,,,,65.015,37.0,1.99,14.7391433931711,1635729060365
2019,TZA,,3.46428057999023,,,1085.88486100047,,,20.2390307254491,,,,,65.456,36.0,1.96,16.0078638670646,1635729065417
2020,TZA,0.0296748512322343,3.29029062798326,0.285715167279134,,1076.47038455352,,,20.8975940621209,,,,,,,2.16,14.2954786493941,1635729070425
1990,UGA,,,,,248.029324322898,,,7.59657117187971,4.39860750309428E7,558307.0,,,45.853,106.8,,7.2407208592859,1635729075434
1991,UGA,,,,,185.018117164128,,,8.66136320293071,5.89134074296585E7,,,,45.252,104.4,0.94,7.46443030843186,1635729080486
1992,UGA,,,,,153.944023783362,,41.4,9.61176872828566,9.44200338251269E7,,33.5,,44.715,102.1,0.92,8.76108880471829,1635729085504
1993,UGA,,,,,167.941249236909,,,10.7194876446332,1.4635631589724E8,,,,44.272,100.1,1.13,7.06252297728641,1635729090512
1994,UGA,,10.0367598792175,,,201.602656478301,,,12.8045256313817,3.21367624521352E8,,,,43.961,98.5,1.33,8.74053183100128,1635729095569
1995,UGA,,6.5501401897037,,,281.966133284589,,,11.9610184042496,4.58850278567266E8,634620.0,,,43.824,97.3,1.55,11.7919923330531,1635729100580
1996,UGA,,7.19164660433347,,,287.388290733381,,39.0,12.5154665343807,5.28370205282472E8,,31.3,,43.899,96.2,1.77,11.9611132735901,1635729105593
1997,UGA,,8.1690214410696,,,289.504494454364,,,13.7934792849901,6.33473685829627E8,,,,44.19,94.8,2.01,13.359513678728,1635729110644
1998,UGA,,0.0688041719983226,,,295.405265257236,,,14.8589042633995,7.25384316016981E8,,,,44.685,93.0,2.27,9.63904758759618,1635729115657
1999,UGA,,5.77736898687892,,,261.34790653087,,43.0,15.6335201512722,7.63115699754732E8,,34.9,,45.373,90.5,2.58,12.2515738969733,1635729120670
2000,UGA,,3.39202158512999,,,261.869141644962,,,16.1155361851823,8.08042388803331E8,634703.0,,,46.229,87.4,2.85,10.651409293254,1635729125721
2001,UGA,,1.86512524084773,,,239.473127019302,,,16.0914425657512,9.83357418978631E8,,,,47.22,83.6,3.14,11.5180826372043,1635729130734
2002,UGA,,-0.287508511765176,,,245.500040345771,,45.2,19.0320883718615,9.34009575937527E8,,37.5,,48.299,79.5,3.5,11.2132791665583,1635729135768
2003,UGA,,8.68047651566882,,,254.301204311833,,,19.553958426167,1.08025663013831E9,,,,49.421,75.0,3.6,11.3867248343372,1635729140821
2004,UGA,,3.72128743978227,,,296.014267535995,,,17.2284785591233,1.30810159545735E9,,,,50.554,70.4,2.69,12.6968807488418,1635729145834
2005,UGA,,8.44872642299535,,,333.731576250845,,42.9,19.3229389308092,1.34420115670341E9,652968.0,34.5,,51.676,66.0,1.9,14.1796999802108,1635729150843
2006,UGA,,7.3106761356186,,,349.217100086696,,,19.9141480378524,1.81087948555993E9,,,,52.784,62.1,2.21,15.2754133833713,1635729155893
2007,UGA,,6.13851083285051,,,403.66374462353,,,20.8754529820118,2.55978996382403E9,,,,53.887,58.4,2.53,16.7250685272735,1635729160905
2008,UGA,,12.0508555482885,,,474.517949634028,,,23.6176766206522,2.30053940485552E9,,,,54.984,55.0,2.92,24.2801423443242,1635729165917
2009,UGA,,13.0172561889186,,,796.530924443729,,44.2,14.0777232760319,2.99445946538175E9,,36.4,,56.06,52.5,3.6,18.6938357305329,1635729170969
2010,UGA,,3.9765528847817,,,819.007465178737,,,17.4195676179015,2.70600501033156E9,529160.0,,,57.099,49.9,3.61,13.8840997818712,1635729175981
2011,UGA,,15.1251539449716,,,828.994112767086,,,16.4635728620545,2.61745046311354E9,,,,58.087,47.6,3.58,12.9111631571048,1635729180993
2012,UGA,,12.6787362442314,,,786.73871102727,,41.0,17.6367789064928,3.16715806013695E9,,32.9,,59.017,44.6,3.55,15.5585355337723,1635729186049
2013,UGA,,4.90271441893287,,,806.611936278349,,,18.0642545008783,3.33753936336545E9,,,,59.881,42.9,1.91,16.5842467335063,1635729191061
2014,UGA,,3.07467760632835,,,879.734948641603,,,18.7404378324513,3.3163638152963E9,,,,60.669,40.9,1.88,15.0126737965106,1635729196074
2015,UGA,,5.41000419560863,,10.8483525260633,843.62954532648,,,18.9251849148966,2.90887677327382E9,749471.0,,,61.373,39.2,1.86,12.9328576854046,1635729201133
2016,UGA,,5.44575878373994,,11.1675151362867,733.397131674337,,42.8,19.1571023622516,3.09784806980846E9,,34.2,,61.986,37.6,1.83,12.4807555059969,1635729206146
2017,UGA,,5.64093192245177,,11.604723672174,746.830751184521,,,19.9186068568894,3.72086372120488E9,,,,62.516,36.0,1.79,16.6611294213088,1635729211156
2018,UGA,,2.62397505207709,,11.6880820993855,770.257060149182,,,19.4257941606421,3.35851464990299E9,,,20.3,62.973,34.6,1.75,15.0937856215905,1635729216209
2019,UGA,,2.86909425020554,,12.3000571540555,794.451445432797,,,20.6298568995364,,,,,63.368,33.4,1.72,17.1980929479003,1635729221218
2020,UGA,,3.7944227490438,,,817.035756926923,,,22.8702553941944,,,,,,,2.44,15.0478229492243,1635729226250
1990,UKR,,,,,1569.75713785595,,,,,6892920.0,,,70.0975609756098,16.6,,27.6431520373362,1635729231304
1991,UKR,,,,,,,,,,,,,69.2980487804878,16.5,1.9,26.1154154421587,1635729236316
1992,UKR,,,,,1378.63618632702,,29.7,50.1084496547613,4.68913725051563E8,,22.8,,68.7709756097561,16.6,1.9,23.9809249416323,1635729241327
