year,country,"Stocks traded, total value (% of GDP)","Inflation, consumer prices (annual %)","Stocks traded, turnover ratio of domestic shares (%)",Tax revenue (% of GDP),GDP per capita (current US$),"Central government debt, total (% of GDP)",Gini index (World Bank estimate),Broad money (% of GDP),"Total reserves (includes gold, current US$)","International migrant stock, total",Income share held by highest 10%,Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Exports of goods and services (% of GDP),timestamp
2012,NGA,0.898526081512957,12.2177817351031,,,2723.82219093859,,,24.9282309402903,4.75484045316587E10,,,,51.786,82.2,3.74,31.5465877297917,1635720145296
2002,THA,30.7372586355536,0.697308976625456,90.7174609202283,13.4703127620992,2096.18780236208,30.0703562721572,41.9,115.210557860558,3.89033057736231E10,,33.2,32.4,71.089,17.0,1.82,60.6457526009701,1635727577154
2013,NGA,1.22429450886825,8.47582728502893,,,2961.54942175947,,,25.4480451128558,4.62547636375804E10,,,,52.228,81.2,3.7,18.0499065868892,1635720150309
2003,THA,68.655906720447,1.80434994635721,87.8441771441439,14.4815688032319,2359.11683054367,27.0460183720806,,111.793292169142,4.21617807598806E10,,,,71.389,16.2,1.54,61.522551633189,1635727582162
2014,NGA,0.938930277361776,8.06248582444999,8.17781067582275,,3098.98579063938,,,22.6896110241028,3.74972328744871E10,,,,52.672,80.4,4.56,18.4351260621597,1635720155365
2004,THA,67.6343289229859,2.75914926231081,101.340233041957,14.8533309059365,2660.12683458135,24.3963998008709,42.5,107.436353601997,4.98466087418778E10,,33.8,26.8,71.728,15.5,1.51,65.9718573391185,1635727587233
2015,NGA,0.839125380032315,9.00938718326781,8.17405012378467,,2687.48005643212,,,22.3668265420015,2.901145014431E10,1199115.0,,,53.112,79.5,4.31,10.6663096236472,1635720160373
2005,THA,47.4438506694871,4.54036919634533,72.5027557824614,16.0618602656932,2894.06265596401,25.4581282780769,,104.104191381316,5.20757842937998E10,2163447.0,,,72.099,14.8,1.35,68.402716900887,1635727592245
2016,NGA,0.373074029280098,15.6753405526234,5.35871273406227,,2176.00277201515,,,27.3787883561905,2.80201976193379E10,,,,53.541,78.5,7.06,9.21810969847623,1635720165386
2006,THA,43.7456750320571,4.63747436011765,69.2128525081963,15.6369927115112,3369.54319807344,24.3806591494652,41.8,102.056187597046,6.70078051676806E10,,32.5,21.9,72.499,14.1,1.22,68.6753420333013,1635727597258
2017,NGA,0.587126265161768,16.5235399802169,5.8679254180901,,1968.56539847444,,,24.7814178643758,4.04992207963652E10,,,,53.95,77.3,8.39,13.1715621009489,1635720170445
2007,THA,42.880530907536,2.24154095286803,57.1965180630628,15.1431565568396,3973.01717157725,22.9934668319175,39.8,100.365424196487,8.74724668032528E10,,30.8,20.0,72.916,13.4,1.18,68.8722751702483,1635727602313
2018,NGA,0.651123813703511,12.0947315505318,8.20481187704988,,2027.77854863842,,35.1,25.362462731446,4.2838869124791E10,,26.7,40.1,54.332,75.7,8.45,15.4968891804996,1635720175454
2019,NGA,0.60622319917849,11.3967949687168,6.1851,,2229.8586518613,,,23.9296085966856,3.83358904787729E10,,,,54.687,74.2,8.53,14.2209267912443,1635720180467
2020,NGA,0.574130403046444,,4.38743602285562,,2097.09247289022,,,25.0416670776683,3.6729565817615E10,,,,,,9.01,8.82952954354933,1635720185518
2008,THA,36.3979755892209,5.46848949649844,102.840415001749,15.3848864043407,4379.65878719505,22.4502172623288,40.3,102.445696265008,1.11009214971921E11,,31.1,20.4,73.341,12.8,1.18,71.4164181071068,1635727607327
2009,THA,44.947383042277,-0.845716092316723,71.5553074839422,14.1942308395144,4213.00665375142,26.7791952036446,39.6,109.922073097665,1.38419119047989E11,,30.6,17.9,73.766,12.2,0.93,64.4386124917652,1635727612378
1990,NIC,,,,26.2658373469951,241.876412085241,,,57.2097253325971,1.65533453144784E8,41421.0,,,64.293,50.6,,24.9483592559642,1635720190530
2010,THA,65.2090081572647,3.24758842443727,80.0884587407979,14.9326475542288,5076.33987220163,26.9008455437265,39.4,108.980921332939,1.72027935376446E11,3224131.0,30.7,16.4,74.184,11.7,0.62,66.4861731592239,1635727617390
1991,NIC,,,,18.2393673743543,348.864605316689,,,20.0783857520739,1.69488608619777E8,,,,65.011,48.6,7.34,21.82198401817,1635720195541
2011,THA,58.0528662707375,3.80879058139634,80.1788096800455,16.3618347937093,5492.12149993341,28.1319763006874,37.5,119.925707350888,1.74891021491419E11,,29.9,13.2,74.593,11.2,0.66,70.8549093801611,1635727622403
1992,NIC,,,,19.8495091477019,410.767384409811,,,19.4188978134761,2.88776250309376E8,,,,65.683,46.5,7.41,17.2512271307452,1635720200596
2012,THA,60.079617577356,3.01489950334988,61.2822545122552,15.4409356740255,5860.58147053475,28.4447160238828,39.3,121.116547555291,1.81481264053903E11,,30.4,12.6,74.992,10.7,0.58,68.9512356297981,1635727627458
1993,NIC,,,,18.9808828317596,393.603545721052,,57.4,20.2735010930741,5.88996692723167E7,,44.2,,66.297,44.5,7.54,20.42792688032,1635720205610
2013,THA,83.2462597238067,2.18488618530682,98.7427467842939,17.0122888723954,6168.26135569944,34.7818441710121,37.8,124.369225680398,1.67230223498308E11,,29.2,10.9,75.378,10.2,0.21,67.1711410731483,1635727632471
1994,NIC,,,,8.9936659409003,847.373688376998,,,13.9268716552203,1.4599023390664E8,,,,66.849,42.4,7.58,13.1398768688125,1635720210621
2014,THA,76.2606756854264,1.89514181898783,72.1702173571471,15.808339070115,5951.88348654008,39.5686432450834,37.0,127.049552300537,1.57162740027006E11,,28.7,10.5,75.747,9.7,0.58,68.3941351612178,1635727637483
1995,NIC,,,,9.40273440161028,890.005449052435,,,15.6634192887963,1.42003674456838E8,26619.0,,,67.344,40.4,7.57,16.0950862533839,1635720215677
2015,THA,67.6100420280235,-0.900424963291544,77.7861920714513,16.1403979395083,5840.05306687798,35.2739193421171,36.0,127.730603893628,1.56459956382606E11,3913258.0,28.4,7.2,76.091,9.3,0.6,67.6366902705865,1635727642534
1996,NIC,,,,9.49444128842394,908.63384789261,,,20.4965237599207,2.02863225433975E8,,,,67.798,38.4,7.57,16.8473581081537,1635720220704
2016,THA,78.6224846422372,0.188149704448173,80.920726785633,15.3627697951366,5993.30551610045,,36.9,125.396342798662,1.71772074486519E11,,28.9,8.6,76.403,8.9,0.69,67.0708839693011,1635727647546
1997,NIC,,,,10.589091758038,909.33649213871,,,27.3947649208827,3.82292004294899E8,,,,68.234,36.5,7.56,19.4195451837514,1635720225716
2017,THA,74.3998138206712,0.66563189313507,61.8679973419665,14.7796769747412,6593.81835157138,,36.5,124.04474007571,2.02538295197399E11,,28.4,7.9,76.683,8.4,0.83,66.6728324663767,1635727652559
1998,NIC,,,,11.0364830637541,943.922856694084,,54.4,30.6121356162812,3.54722885391702E8,,43.4,,68.667,35.8,7.56,19.3344405147071,1635720230769
2012,NIC,,7.19355053338952,,15.0090727474344,1760.46740709043,,,33.5313967380116,1.88721493820452E9,,,,72.951,18.7,5.21,47.4691021996411,1635720301173
2001,TJK,,38.5918894488599,,8.20192682736563,171.048064575398,,,7.8654432873079,9.42829057069105E7,,,,62.807,63.0,14.55,68.1410406427958,1635727727951
2014,BRN,,-0.207108731719878,,,41725.8675220155,,,67.4985743417918,3.64881875727273E9,,,,75.193,8.6,6.97,68.1770804483096,1635702388583
2015,BRN,,-0.488347420743486,,,31164.0362528468,,,80.8041166850124,3.36632258518654E9,102733.0,,,75.318,8.8,7.69,52.2105973675329,1635702393596
2016,BRN,,-0.278693265753062,,,27158.4056535724,,,92.5969502542094,3.48705336854429E9,,,,75.45,9.0,8.47,49.5769062738125,1635702398605
2017,BRN,,-1.26050564628963,,,28571.608291419,,,86.6851869365549,3.48812429973021E9,,,,75.585,9.2,9.32,49.5732416988601,1635702403659
2018,BRN,,1.02505179290213,,,31628.4762566009,,,81.5787070105437,3.40712645477295E9,,,,75.722,9.4,8.7,51.93227637834,1635702408669
2019,BRN,,-0.390522069165492,,,31085.9618860822,,,84.7187706478224,4.27269695780614E9,,,,75.86,9.6,6.92,57.9460404557289,1635702413724
2020,BRN,,1.94031996607178,,,27466.3396414199,,,93.4953451985051,3.99735650531302E9,,,,,,8.37,57.3072763660453,1635702418737
1990,BTN,,10.0,,4.60005636631811,541.93225710575,53.3463593279964,,21.4179577383857,8.88342106038084E7,23807.0,,,52.878,89.1,,27.9616719306104,1635702423745
1991,BTN,,12.2807017543857,,5.15290674353183,449.501242155823,49.386292649567,,25.5797171050538,1.01300000860306E8,,,,53.633,85.6,1.34,33.4596753116132,1635702428803
1992,BTN,,15.9801136363638,,5.27110995217359,449.400428209885,47.4833533625875,,25.4882739003641,8.51200046922051E7,,,,54.384,82.2,1.36,33.3950994352653,1635702433815
1993,BTN,,11.2063686466624,,6.48847259207354,424.337841824734,40.9407963084292,,28.1829876399169,9.79591263119322E7,,,,55.131,78.9,1.39,32.859302834155,1635702438824
1994,BTN,,6.99339207048466,,6.19493563212013,486.901980061879,34.4420204367148,,29.4828716861064,1.21399997681132E8,,,,55.878,75.6,1.4,30.875962913691,1635702443876
1995,BTN,,9.49562532166745,,6.89825503766094,543.301618711449,28.2639492340235,,34.4891519950029,1.30457701238667E8,27972.0,,,56.636,72.4,1.4,39.4058307240615,1635702448889
1996,BTN,,8.78965922444188,,7.85249702894329,560.391078973139,37.853277255727,,32.924305240047,1.90071378054329E8,,,,57.418,69.2,1.4,37.0068223521095,1635702453902
1997,BTN,,6.51328580686974,,6.79327260704803,638.485866574715,31.9367467746927,,43.9846614800224,1.88716779038473E8,,,,58.236,66.1,1.4,37.3014697549024,1635702458957
1998,BTN,,10.5770205861475,,8.31144869899844,643.988226336077,31.0826268923135,,42.7472225708323,2.56803120584636E8,,,,59.089,63.1,1.4,34.3296793518192,1635702463969
1999,BTN,,6.77732942039609,,7.36250647127559,690.912743468583,36.0933589086497,,49.2347989630324,2.92285630243815E8,,,,59.974,60.2,1.4,32.6549090148802,1635702468983
2000,BTN,,4.01099373013836,,10.3646493437978,718.196336969414,40.4803749445844,,52.0848399627579,3.1763240062607E8,32137.0,,,60.884,57.4,1.64,30.3942102191196,1635702474035
2001,BTN,,3.4104046242774,,8.80298563620384,764.432808246182,72.2084540385737,,49.2091129640149,3.23362186673919E8,,,,61.808,54.7,1.9,27.1358734702224,1635702479048
2002,BTN,,2.48343048790224,,9.5368537421892,845.500672103578,58.1222739026208,,60.5712051820202,3.54949465105834E8,,,,62.728,52.1,1.86,24.6140541985654,1635702484064
2003,BTN,,1.56615240766715,,9.64434722743534,962.095371307745,70.8373493826887,40.9,57.2745477894508,3.66596385792882E8,,32.2,,63.624,49.5,1.8,26.2891518430741,1635702489116
2004,BTN,,-18.1086301300715,,7.90960328140895,1068.43181141275,77.4580226371016,,60.523753591671,3.9862001169281E8,,,,64.483,47.0,2.49,31.9438827280808,1635702494129
2005,BTN,,5.31151306345109,,8.57626825591557,1228.43235572338,81.722619484527,,60.1876390657954,4.67426180776746E8,40279.0,,,65.289,44.6,3.1,39.3023404705545,1635702499139
2006,BTN,,5.00045438022542,,9.26571275566499,1330.97744400874,76.8295072044597,,63.3166382993857,5.45324764562267E8,,,,66.031,42.2,3.13,55.8338446782829,1635702504191
2007,BTN,,5.15611138758462,,7.69828607011819,1757.19049597895,64.28857447128,38.1,58.0786398118168,6.99049465438374E8,,29.4,23.2,66.709,40.0,3.7,56.2757559960078,1635702509204
2008,BTN,,8.32716049382714,,8.62515392606498,1828.1546768491,61.9120647725711,,66.2706231613947,7.64803120519601E8,,,,67.325,37.8,3.68,50.0031947316526,1635702514217
2009,BTN,,4.36112219119803,,9.46561850608389,1819.19730959964,58.1908237667352,,74.5786314929692,8.90893416551035E8,,,,67.882,35.8,3.96,45.8156747029841,1635702519273
2010,BTN,,7.03638316073019,,13.4615326355097,2258.18643535953,56.2118312539319,,73.41068954025,1.00213910189679E9,48420.0,,,68.384,34.0,3.32,43.4806924237471,1635702524281
2011,BTN,,8.84898569946802,,13.8352247016866,2563.261223801,64.0467185407083,,65.4015476459069,7.89643751580542E8,,,,68.84,32.3,3.23,42.2049152810839,1635702529289
2012,BTN,,10.919656944683,,15.0542417161478,2538.94951919964,74.2422122045535,38.8,60.2853535003463,9.54678385085582E8,,30.7,12.0,69.263,30.9,2.05,39.6473523128011,1635702534340
2013,BTN,,7.00666666666705,,14.7226979126826,2472.72475320595,98.4448853569081,,57.849881013889,9.91306676488434E8,,,,69.662,29.6,2.87,41.4302253684447,1635702539348
2014,BTN,,8.27106093949327,,13.6986506986787,2652.22565438023,93.110334600343,,64.4062229280419,1.24508666663096E9,,,,70.046,28.5,2.63,37.4519506597056,1635702544357
2015,BTN,,4.54814395082202,,13.2620386193551,2752.63017233678,93.9692283182182,,60.5872486313725,1.10317912857934E9,51106.0,,,70.419,27.4,2.45,34.4356493984662,1635702549411
2016,BTN,,3.21988689395718,,12.9794732034214,2930.5749227006,110.676901008361,,66.313733004941,1.12727733166278E9,,,,70.781,26.4,2.42,29.6169744797177,1635702554424
2017,BTN,,4.9550836698513,,12.5415621434496,3286.59674376682,,37.4,70.7347568601336,1.20623819085106E9,,27.9,8.2,71.129,25.5,2.36,30.0831893767679,1635702559437
2018,BTN,,2.72396386183716,,16.0175847960293,3243.47743748718,,,71.8693844600361,9.87247035583982E8,,,,71.46,24.7,2.3,30.8177060148869,1635702564494
2019,BTN,,2.72582104307304,,,3316.16702210577,,,75.8752083719185,1.23837161829552E9,,,,71.777,23.8,2.27,34.0075966646594,1635702569507
2020,BTN,,5.62999177986902,,,3122.37606234724,,,96.9385748561838,1.51031361030097E9,,,,,,3.74,,1635702574519
1990,BWA,,11.3963461199557,,27.5016129375315,2945.83203953801,11.3711032492715,,21.9202109934986,3.33145602964818E9,27510.0,,,59.191,36.2,,55.0554070628939,1635702579577
1991,BWA,,11.7650160839534,,25.557193488693,2972.72895276223,12.1168020575228,,27.4563874164915,3.71866268363158E9,,,,58.232,36.4,13.82,53.0295141611517,1635702584585
1992,BWA,,16.1676123963339,,27.8455400724745,3040.98939623392,12.5321505732804,,28.3321711496473,3.79341894207103E9,,,,57.219,36.9,16.09,48.1795630951428,1635702589595
1993,BWA,,14.3308033365888,,23.6847992198649,2973.38040121706,12.4450599461028,60.8,21.037855501396,4.0973366921388E9,,51.2,32.9,56.222,37.6,18.61,47.0957972005807,1635702594651
1997,BWA,1.12345791638931,8.71993127147747,9.19780166017058,,3258.98242785922,,,22.3896812492498,5.67500335580286E9,,,,52.749,36.6,21.22,60.8807385501806,1635702614753
1998,BWA,1.38295729598894,6.66139865665754,9.1510580695066,,3039.96494359519,,,28.2630557202134,5.94067135099934E9,,,,51.947,35.8,20.86,49.2891721003754,1635702619761
1999,BWA,0.669370476393259,7.74929619202846,3.48961006863248,,3405.82105820082,,,28.5009502629981,6.22882703343851E9,,,,51.214,34.2,18.34,55.1972682896055,1635702624814
1994,BWA,0.704335962779634,10.5429209938218,11.3079532604599,19.9167439175835,2970.11842524935,12.0423976352474,,20.9218512234796,4.40146561784401E9,,,,55.284,38.4,21.2,47.8223986846938,1635702599659
1995,BWA,0.801376385902304,10.512546081579,9.53518788671462,16.7657958548749,3219.91424224552,10.972076070214,,20.4782602064937,4.69548104702049E9,40168.0,,,54.41,39.1,21.39,50.8364978420338,1635702604668
1996,BWA,0.588107540226747,10.0828580652108,8.68201473902186,14.9371078939367,3221.68905579312,11.1567555492122,,19.794537974173,5.02765524307193E9,,,,53.572,37.2,21.59,53.828444483056,1635702609742
2000,BWA,,8.6014851485149,,,3522.3108214571,,,24.8162094619534,6.31821400031791E9,57064.0,,,50.629,32.0,15.88,51.8318100701299,1635702629827
2001,BWA,,6.55903767014864,,,3278.01607934706,,,39.3992277756433,5.89725015719176E9,,,,50.281,29.4,18.54,48.6576082380348,1635702634835
2002,BWA,,8.03279662527486,,,3190.62481146154,,64.7,45.2485422384937,5.47391881389759E9,,53.1,30.6,50.232,27.4,21.13,52.1574267782427,1635702639890
2003,BWA,,9.18990265632739,,,4330.97236855283,,,47.8783144545501,5.33977586980523E9,,,,50.518,25.8,23.8,48.8268578340104,1635702644903
2004,BWA,,6.94570363654673,,,5073.52040802149,,,46.8841420622167,5.66143101473493E9,,,,51.15,24.2,21.76,49.6137877815052,1635702649916
2005,BWA,,8.61022528546438,,,5513.33106259322,,,44.4258385493897,6.30905641768859E9,88829.0,,,52.13,21.0,19.77,52.9235535447696,1635702654971
2006,BWA,,11.5552187914379,,26.9325573337029,5521.99060810445,5.89360961421408,,41.5648223898763,7.99239190499401E9,,,,53.435,20.0,17.78,52.2544736358281,1635702659983
2007,BWA,,7.08099847172694,,25.7128158352885,5832.73705168476,5.74118725017073,,48.094314810114,9.78974108758999E9,,,,54.983,21.6,17.0,54.5160825555851,1635702664996
2008,BWA,,12.7021883920075,,27.3742013503065,5713.54393106428,7.84730897264042,,52.4990556003919,9.11864152754695E9,,,,56.679,22.6,16.35,45.6739672040412,1635702670050
2009,BWA,,8.02729703109583,,27.2860533541824,5255.77653269313,18.9731164738468,60.5,52.7028692492155,8.70396032112573E9,,49.6,19.3,58.447,22.9,16.17,34.8009489474016,1635702675059
2010,BWA,,6.94887658743105,,23.6044318389763,6434.81248526822,21.6306883124047,,49.3396750024888,7.88521535192874E9,120912.0,,,60.211,24.6,17.86,43.6354639580853,1635702680071
2011,BWA,,8.45987233408587,,23.6674545149458,7617.31004132551,20.7431792529754,,42.6398235196021,8.08188590107054E9,,,,61.91,27.1,17.85,49.9505346060796,1635702685127
2012,BWA,,7.53690261091916,,27.1153596070791,7050.57347186681,19.9455500589099,,44.8135859957502,7.62797258534516E9,,,,63.511,27.0,17.86,49.2507437982269,1635702690139
2013,BWA,,5.8846070705681,,25.6098922724084,7224.91273728564,18.2124293899498,,42.6578494073607,7.72605245997927E9,,,,64.976,28.6,17.88,61.5226396573676,1635702695153
2014,BWA,,4.40225309243433,,25.7912323342787,7780.63475753974,17.4453260792231,,38.2825304491526,8.32277620308769E9,,,,66.265,31.0,17.78,58.4667819273555,1635702700211
2015,BWA,,3.06203169580559,,24.6875130065177,6799.87017783413,17.9091725600726,53.3,45.8293072022757,7.54614496024368E9,160644.0,41.5,,67.338,32.1,17.71,49.8155660133136,1635702705223
2016,BWA,,2.81495791361944,,20.8506734484199,7243.93397430839,15.2354626305536,,41.3627473754187,7.18882177482296E9,,,,68.178,33.0,17.62,52.5610805905699,1635702710279
2017,BWA,,3.30828076768219,,22.145377682592,7893.41867148033,,,40.2363895264445,7.49051237336878E9,,,,68.812,32.5,17.46,39.6701142241259,1635702715291
2018,BWA,,3.2380155894771,,19.8401485426951,8279.81845660293,,,41.2340092256,6.65691363784624E9,,,,69.275,32.3,17.32,40.337706783199,1635702720303
2019,BWA,,2.7728644286333,4.4813,19.2182027210195,7970.79696800641,,,42.9192622656509,6.17022106731238E9,,,,69.592,32.3,17.21,33.7905759285941,1635702725360
2020,BWA,,1.89035916824198,,,6710.990411266,,,49.6474563348241,4.94089380278156E9,,,,,,17.7,29.663766209772,1635702730368
1990,CAF,,-0.0123304562272096,,,513.304187659237,,,15.7665294260111,1.22909404284403E8,67234.0,,,49.104,115.5,,17.0674688659163,1635702735377
1991,CAF,,-2.76236280675762,,,478.503276361394,,,15.2411295864034,1.06910593975109E8,,,,48.728,115.2,4.29,17.5866710245595,1635702740431
1992,CAF,,-1.03360811667775,,,477.122324295377,,61.3,15.3166917743891,1.03830263763413E8,,47.7,,48.267,114.8,4.35,16.8656999970566,1635702745444
1993,CAF,,-2.91535849298336,,,419.802703848229,,,17.8347044901589,1.1632674695329E8,,,,47.731,114.2,4.44,17.0995545466345,1635702750456
1994,CAF,,24.5710137275605,,,271.505497625502,,,24.3958643689057,2.14276441951393E8,,,,47.143,113.8,4.47,23.3994108884074,1635702755512
1995,CAF,,19.1894039735098,,,346.108196202762,,,21.5930093669454,2.37946017450278E8,99712.0,,,46.53,113.3,4.47,22.2209449568474,1635702760523
1996,CAF,,3.72494110325801,,,304.631075543624,,,24.4534835453449,2.36343697896851E8,,,,45.922,112.8,4.47,21.4703862760844,1635702765534
1997,CAF,,1.61131347760912,,,276.421596079059,,,21.2536837854973,1.81786252890698E8,,,,45.353,112.2,4.46,26.8842802618525,1635702770588
1998,CAF,,-1.88520096157911,,,278.3319014924,,,17.0925014412555,1.48903855747506E8,,,,44.857,111.6,4.46,22.6568865727558,1635702775597
1999,CAF,,-1.41420220082553,,,280.908424234562,,,17.6049688095486,1.39507412455047E8,,,,44.461,111.0,4.5,19.2236502785935,1635702780609
2000,CAF,,3.20340091563114,,,251.207291436082,,,17.0347976402063,1.36311955642757E8,123529.0,,,44.19,110.4,4.47,20.3722135905975,1635702785665
2001,CAF,,3.8348606023736,,,250.357145899657,,,15.914628060427,1.21827806687419E8,,,,44.061,109.8,4.45,17.1572538375263,1635702790678
2002,CAF,,2.33181703516234,,,260.745458695544,,,14.9328716787466,1.27052247633007E8,,,,44.063,109.2,4.49,15.96270493648,1635702795696
2003,CAF,,4.13470905150997,,,293.661549027692,,,14.3866672329731,1.37053605720033E8,,,,44.182,108.5,4.49,18.2360038377682,1635702800747
2004,CAF,,-2.06640601136302,,6.21197995714737,320.736812338314,,,16.0606210396852,1.53195695517304E8,,,,44.413,107.8,4.44,13.997917508823,1635702805761
2005,CAF,,2.8835207335902,,,331.163088206718,,,18.0693378091793,1.44923649427183E8,94449.0,,,44.744,107.0,4.38,13.3627533256972,1635702810774
2006,CAF,,6.69526465773353,,,354.670863314704,,,15.9233900693061,1.3241981711154E8,,,,45.158,105.9,4.27,14.3160051485309,1635702815832
2007,CAF,,0.959917619457091,,,404.374542914498,,,14.0040339877604,9.1867874120971E7,,,,45.636,104.9,4.17,14.1153274204234,1635702820844
2008,CAF,,9.25895099417072,,8.28435088958081,464.561204695005,,56.2,15.1768159629271,1.3146650098142E8,,46.2,62.0,46.161,103.6,4.12,11.0036647020449,1635702825854
2009,CAF,,3.52126227238643,,7.90850338366884,474.705627543055,,,15.5031081709309,2.10590013326623E8,,,,46.719,101.9,4.34,9.84164990187971,1635702830909
2010,CAF,,1.49102370047808,,8.4078921966114,488.421773091439,,,16.5114673317348,1.81175454945794E8,93466.0,,,47.312,100.3,4.38,11.6258010719319,1635702835921
2011,CAF,,1.19447572449849,,7.54040362417486,551.749691833885,,,17.3376006183327,1.54510967212474E8,,,,47.95,98.2,4.38,13.127820098599,1635702840934
2012,CAF,,5.47829594346116,,8.17237728051962,565.801164498684,,,15.7845783384482,1.57902473531176E8,,,,48.638,96.2,4.38,11.5501330018626,1635702845989
2018,THA,76.2996848499082,1.06389754183022,77.1941236707658,14.92488975819,7296.87960772339,,36.4,122.854208686637,2.05640628937522E11,,28.2,9.9,76.931,8.1,0.77,64.856468486664,1635727657618
1999,NIC,,,,10.7189463745964,972.886793493075,,,31.1092066171711,5.14067507787291E8,,,,69.1,32.9,7.61,18.5302795190448,1635720235782
2019,THA,67.4499601286773,0.70672860131428,64.4918,14.6476511100797,7817.01152157855,,34.9,123.333524676458,2.24355506654641E11,,27.2,6.2,77.15,7.7,0.72,59.4874864555698,1635727662631
2000,NIC,,7.06991352252514,,10.6468701120311,1007.499838655,,,30.1061763890098,4.92485081971073E8,30389.0,,,69.527,31.3,7.58,20.1081658866931,1635720240803
2020,THA,95.915470763874,-0.845937147357037,88.6101561110573,,7189.04183501668,,,,2.58104429788605E11,,,,,,1.02,51.4299636993417,1635727667643
2001,NIC,,5.98604186279517,,9.80250806649996,1034.55138685018,,52.9,28.3852667597253,3.8402194651415E8,,42.9,45.8,69.934,29.8,7.55,19.0419108824493,1635720245854
1990,TJK,,,,,497.63245735304,,,,,428900.0,,,58.824,80.5,,,1635727672697
2002,NIC,,3.75017465778469,,10.3954991061828,1000.93671470556,,,30.9156401588122,4.53205838918311E8,,,,70.308,28.5,7.6,18.8471358845682,1635720250867
1991,TJK,,,,,250.340885777157,,,,,,,,58.48,82.5,1.9,,1635727677710
2003,NIC,,5.30238773219938,,11.7208158960434,1005.73304356528,,,32.2488459760359,5.08236348462427E8,,,,70.64,27.2,7.6,20.704998914845,1635720255879
1992,TJK,,,,,391.943768487842,,,,,,,,58.212,85.7,2.1,,1635727682729
2004,NIC,,8.47021063584074,,12.1881791801183,1080.26911900907,,,32.9150337596973,6.68198634906633E8,,,,70.933,26.0,6.41,23.0598557398256,1635720260936
1993,TJK,,,,,293.98040221846,,,,,,,,58.104,88.2,6.2,28.554860973609,1635727687780
2005,NIC,,9.59909986064426,,12.8998034816805,1162.28968513428,,48.8,31.5382349789498,7.27807750907584E8,34918.0,39.6,48.3,71.195,24.9,5.37,24.3821308946094,1635720265945
1994,TJK,,,,,267.432962900242,,,,,,,,58.192,88.6,8.8,38.0613861386139,1635727692792
2006,NIC,,9.1401996677772,,13.6842902463038,1226.63398711348,,,30.4358994945156,9.21891810938807E8,,,,71.436,23.9,5.31,31.2671979265717,1635720270958
1995,TJK,,,,,213.544144308394,,,,,348347.0,,,58.497,87.1,10.3,65.5830945558739,1635727697805
2007,NIC,,11.1269347446119,,13.8621051478642,1327.95708556498,,,31.2908603323909,1.10332244710909E9,,,,71.673,22.9,4.89,33.0638919313618,1635720276013
1996,TJK,,,,,178.361251487267,,,,,,,,59.003,84.4,13.4,76.605804150454,1635727702857
2008,NIC,,19.8262031287428,,13.2016257297862,1499.26672826903,,,27.9423331685326,1.14084251960378E9,,,,71.915,22.0,6.2,34.470210141978,1635720281021
1997,TJK,,,,,155.18851774477,,,,3.88658399447527E7,,,,59.65,80.8,13.9,87.4179853338479,1635727707869
2009,NIC,,3.68700160498801,,13.1376850661469,1444.36951048837,,43.9,31.156260285796,1.57308225139172E9,,34.2,42.5,72.167,21.1,8.16,33.9816696387841,1635720286090
1998,TJK,,,,7.68906661464937,219.040245556382,,,7.07926216717058,5.5881641420969E7,,,,60.379,76.6,16.5,48.8637471959427,1635727712880
2010,NIC,,5.45513425887415,,13.6783403634264,1503.87223074992,,,34.207828285003,1.79898129319797E9,37333.0,,,72.428,20.2,7.83,40.4666057213731,1635720291104
1999,TJK,,,,8.20944237918216,177.559628667509,,29.5,6.72358096654275,5.74330870060535E7,,23.4,,61.161,72.2,15.4,66.0966542750929,1635727717934
2011,NIC,,8.0823879809911,,14.5196507028374,1655.81805473253,,,32.8779804104296,1.89224842380235E9,,,,72.692,19.5,6.45,45.0167211873184,1635720296162
2000,TJK,,,,7.70308389768848,138.429146735759,,,8.26329769966978,9.42808319251688E7,299266.0,,,61.974,67.6,14.96,86.7521128337158,1635727722942
2013,CAF,,6.98879341970201,,,380.297892777817,,,25.5729526376708,1.93663724475369E8,,,,49.371,94.6,4.39,14.9729547921906,1635702850997
2014,CAF,,14.8986841797549,,4.09850069590061,424.449105977749,,,26.1656430570193,2.59571697529109E8,,,,50.129,92.1,4.34,16.6757875879937,1635702856005
2015,CAF,,1.40297017136814,,5.44899138512974,377.422918968081,,,25.7138497015735,2.13800567288047E8,81598.0,,,50.881,89.7,4.3,17.0676606236635,1635702861061
2016,CAF,,4.94543276106514,,6.80758893701064,402.191634907492,,,25.208041304983,2.39797985500412E8,,,,51.593,87.4,4.25,14.8218796578137,1635702866074
2017,CAF,,4.18072331871274,,7.08124424919758,450.900697005339,,,24.9906093454464,3.6271727049893E8,,,,52.24,85.5,4.17,17.2597737600181,1635702871086
2018,CAF,,1.61215686991553,,8.63983071970915,475.953849512777,,,27.8010918950905,3.61797180317651E8,,,,52.805,83.4,4.09,18.883624410786,1635702876141
2019,CAF,,2.68537355266785,,,467.908021751942,,,28.7142193152506,3.503054018215E8,,,,53.283,81.0,4.04,16.4131499973129,1635702881149
2020,CAF,,2.30368378868849,,,476.851112719857,,,,,,,,,,4.33,15.8276200017463,1635702886157
